id,stratum,stratum_size,v1_tags,v2_tags,v2_matches,label,text
DM-001962,both,180,불안·공포|후회·손실고통|분노·불신,분노·불신,분노·불신:쓰레기,분노·불신,최고점대비 70퍼 전고점대비 50퍼 빠졌는데 더 빠진다고 국내 증권사 전체가 일제히 매도하라고 쏟아내네 하루아침에 쓰레기 회사됨~ 에코야 기술력 좋다고 해주니 뭐 된거처럼 건방떨지 말고 발품 팔아다니며 원수진놈들이랑 좀 풀고 사업해라~ 이정도로 패는건 싫은정도가 아니라 겁나 싫다는거잔아~ 자꾸 바쁜애들 불러다 밥한끼 맥이며 하소연하지 말고~
DM-000990,v1_only,400,분노·불신,,,분노·불신,왜 공매도 금지 안하나요? 갬들이 호구인가요. 도저히 국장은 못하겠어요 공매도 금지해 주세요
DM-004409,v2_only,80,,분노·불신,분노·불신:때려 잡,NONE,검찰이 정유사 때려 잡음
DM-002467,v1_only,400,불안·공포|후회·손실고통,,,분노·불신,지금 하락 추세 이유 [결론 = 정부의 무능] 투자 부적합 국가 전락 블룸버그는 정부 정책 실패의 가장 큰 피해자로 개인 투자자들을 꼽았다. 이들은 이른바 ‘코리아 디스카운트(한국 증시 저평가)’ 해소를 내건 이재명 대통령의 주식 개혁을 믿고 투자에 나섰다고 블룸버그는 짚었다. 그러나 외국인들이 시장을 빠져나가는 동안 코스피를 사들였던 개인들은 엄청난 손실을 안게 됐다. 가장 인기 있는 SK하이닉스 레버리지 ETF는 6월 고점 대비 84%나 폭락했다. 36만 개에 달하는 증권 계좌는 강제 청산당했다. 특히 강제 청산 계좌 가운데 62%는 35세 이하 젊은 층에 집중된 것으로 나타났다.국민연금의 일관성 없는 행보도 비판의 도마 위에 올랐다. 칼럼은 국민연금이 코스피 보유 물량 매도를 피하기 위해 국내 주식 투
DM-004682,neither,3279,,,,NONE,난 이 댓글이 왤케 현실이랑 괴리감들지… 혹시 딴 세상 사시나요..??
DM-004088,v1_only,400,분노·불신,,,NONE,"래버리지,인버스는 이제 이유를 붙이면 안됨  이유붙이는건 더 피말리게 하는거임. 그냥 이번장은 주식가격이 전종목 엄청비싸서 조금 내렸다로 바꿔서 바라보면 하락이 정상적이게 됨  그만큼 외국인 큰손이 가격이라는 메리트로 유혹하는거임. 과거하고 다른 반도체발 거품임"
DM-004445,neither,3279,,,,NONE,좋은 내용 감사합니다 ❤
DM-004255,v1_only,400,후회·손실고통,,,분노·불신,정유사 손실 운운하던 경제관련 유투버들도 반성해야된다
DM-001468,v1_only,400,불안·공포,,,NONE,위험해요 내가샀어요 가지마세요
DM-000189,neither,3279,,,,분노·불신,삼전닉스는 암적인 존재가 됐네
DM-004177,neither,3279,,,,NONE,​ @vtr-l2d  잡주와 구분할수 없는데 우량주라 할수 있나요? 레이디두 아또물림
DM-001669,v2_only,80,,분노·불신,분노·불신:한심,분노·불신,"반대로, 아니라고 부정한다고 변화가잇을거라고 믿는 너도 한심하다"
DM-003855,v2_only,80,,분노·불신,분노·불신:미친거,분노·불신,통정 매매를 의심 하는데 국장을 떠나라하네 미친거 아냐?
DM-003465,v2_only,80,,불안·공포,불안·공포:무서워,불안·공포,ㅋㅋ 많이 빠져서 반등 먹으라는데도 무서워서 못삼 사람심리란 참
DM-002976,neither,3279,,,,NONE,주식 입문하려는데 하닉 6~7층 쯤 때 괜찮을까요 ?
DM-004709,neither,3279,,,,분노·불신,"​ @Ksss-j7e  공부는 당신이 해야지,  인터넷은 기간시설에 해당되는데 그게 현재 수익을 내는 산업과 어떻게 연결이 되냐고? 고속도로가 물류와 산업에 미치는 영향..머 이런거 말고.. 남들 다하는 안하면 바로 뒤쳐지는 인터넷 설치가 머가 신의 한수인지 설명을 해보란 말이다."
DM-000018,both,180,분노·불신,분노·불신,분노·불신:조작,분노·불신,언론 선동 조작 가짜뉴스 MBC 때려잡아야 한다
DM-001157,v1_only,400,불안·공포,,,분노·불신,비정상적인 좌파들이 많이 가지고 있는 하이닉스 어쩌노? 이제 점점 더 폭락 할건데 ㅋㅋㅋㅋㅋㅋㅋㅋ 가격 7자리 유지하는거 이번달이 마지막일건데 우짜노? 범죄자를 뽑은 니들 잘못인데 내가 우짜겠노? 그쟈?
DM-002000,v2_only,80,,후회·손실고통,후회·손실고통:물타도,NONE,"지금이니.."" 물타도 돼?"
DM-002063,both,180,분노·불신,분노·불신,분노·불신:조작,분노·불신,와 이 개잡주를 받쳐  주는 세력이 있네 와  이거 주가 조작 아니냐 ​
DM-001690,v1_only,400,FOMO·상대적박탈감|후회·손실고통,,,NONE,지금이라도 손절하고 삼전닉스 저점 잡으면 낼 크게 먹는다
DM-002949,neither,3279,,,,NONE,단타로 700먹고 나간다
DM-003287,both,180,FOMO·상대적박탈감,FOMO·상대적박탈감,FOMO·상대적박탈감:포모,FOMO·상대적박탈감,아까 포모와서 탔으면 클날뻔
DM-003088,neither,3279,,,,NONE,하닉으로 인생역전한 사람도 많지만 전재산 잃은 사람도 많다 모두 이걸 경험했으니 더이상 변동성 심한 주식에 손대지 않기로 했다 토스뱅크 없애는 게 아니라 매수만 하지말라고 ㅋㅋ 세상 경제 돌아가는 건 알아야지 - dc official App
DM-002324,v1_only,400,분노·불신,,,분노·불신,공매도 중단해라. 공매도 중단해라.
DM-003107,both,180,분노·불신,분노·불신,분노·불신:쓰레기,분노·불신,냉정하게 삼닉 포함해서 국내주식 모두 쓰레기임. 삼닉은 걍 20년도부터 이어진 ai 장 서플라이체인 후반부로서 마지막에 오르는게 맞고 꺼질때도 가장 먼저 꺼지는법임. 이미 lg전자나 좆 병신같은 일본 반도체기업까지 오를때부터 눈치는 채고 있었어야지. 정상적인 투자자라면 이미 ai 사이클 막바지인 25년도에 다 털었을거다. 좆버러지들 이제 벌 받아라 참고로 느그드비아는 코로나때부터 시작된거다. 거의 10년치 상승 다 받고 이제 걍 사이클 끝나면 삼닉은 파산단계 들어갈거다 수고하쇼
DM-004754,v2_only,80,,분노·불신,분노·불신:해먹,NONE,@sunbath-ajk해먹기 전문가는 지금 감옥에 있는 분이시고
DM-004729,neither,3279,,,,NONE,@Eoancedo  IMF 구조조정은 DJ 때 본격적으로 했습니다. 당장 하이닉스가 어디서부터 어떻게 간판 바꿔왔는지만 봐도
DM-003991,neither,3279,,,,NONE,34:33 민준아... 한국이 베네수엘라는....오바다..
DM-004613,neither,3279,,,,NONE,​ @rlakeglsxoeh    우리나라  요즘 짓는 아파트도 층간소음 있는거보면  얼마나 튼튼하게  지어야  소음이 없을 지...
DM-003335,v2_only,80,,분노·불신,분노·불신:새끼,NONE,갤 오랜만에 왔는데 왠 찐따새끼가 주딱 달고 있노
DM-001430,both,180,불안·공포|후회·손실고통,후회·손실고통,후회·손실고통:고문받,분노·불신,고점에 물려 2달동안 고문받고있다..물타고 물타도 주가는 더 떨어지고 손실만 더 키웠는데 어디까지 가나 ..손실액이 커서 손절도 못하고 꼬락서니를 지켜보는 수밖에...어제는 로봇주 다올라도 처박더니 오늘은 왜 하락하는건지...노조 때문이겠지..
DM-004189,v2_only,80,,불안·공포,불안·공포:무서워,NONE,​ @Uminam-j7m  구더기 무서워서 장 못담그는 격
DM-001192,v1_only,400,불안·공포,,,NONE,놀리는사람들없고 걱정하는사람들 많아졌다는건 ​ 진짜 ufc라는거야 ​ 기적을 바라기엔 너무 많이 오른종목아니야? ​
DM-003314,v2_only,80,,분노·불신,분노·불신:놈들,NONE,맛은 있을거같은데 딴놈들이 점점 살 발라먹는 꼴보니 지금 들어가면 독만 먹을거같지요
DM-004317,v2_only,80,,분노·불신,분노·불신:놈들,분노·불신,진짜 이런 놈들은 뭐하는 인간들일까 ㅋㅋㅋ
DM-002203,v2_only,80,,분노·불신,분노·불신:한심,분노·불신,진짜 잡주 맞네요 오늘 바이오 급등장에 뭐 대장이라는게 겨우 7% 한심허다
DM-004222,neither,3279,,,,NONE,"제3원칙 : ""한국인들을 피해라. 한국인이 있는 곳이 국장이다."""
DM-003141,neither,3279,,,,NONE,여기 삼전 주주잇냐
DM-000256,v1_only,400,분노·불신,,,NONE,공매도 상위 세력들이 외국계가 많은데
DM-001760,v1_only,400,불안·공포,,,NONE,내일부터 대폭락이다 대폭락ㅅㄱ
DM-003598,neither,3279,,,,NONE,삼전하닉 무빙이 500원단위로 완벽 일치::
DM-001231,v1_only,400,분노·불신,,,NONE,"아직 개미털기가 남았네 개미들 아직 안팔고 징징거리고만 있으니, 딱 털기 좋은 상황 ㅋㅋㅋ"
DM-000155,neither,3279,,,,분노·불신,미친 반도체 도박시장
DM-001223,v1_only,400,분노·불신,,,NONE,"형이 75층 밑에서 사라고 분명히 말했다 총 발행 주식수 : 712,702,365주 주당 150만일 때 시총이 1,069조다. ​ 그런데 삼전 시총을 계산해보자. 보통주 주당 25만, 우선주 주당 18만일 때, ​ 보통주 5,919,637,922 : 1479.9조 우선주 815,974,664 : 146.8조 총 1626.7조로 계산된다. ​ 파운드리도 안 하는 메모리 원툴 기업이 종합 전기전자 기업 삼성 시총의 반이 넘는게 맞는거냐? 의무교육만 받았다면 당연히 말이 안 되는 소리임을 알아차릴 수 있다. ​ 종합적으로 고려할 때 하닉 시총은 삼전의 1/3정도여야 적당하며 삼전이 오늘 주가 기준으로 하방을 형성한다면 하닉 주가는 75층 아래가 적절하다는 판단을 도출할 수 있겠다. ​ 형이 이렇게 설명해주는대도 "
DM-003313,neither,3279,,,,NONE,와 이러면 이번에 유입청년들 해외잡주로 대거유입되는거아니냐 애들 갈데가 거기밖에 없을텐데 ㅋㅋㅋㅋ
DM-004365,v2_only,80,,분노·불신,분노·불신:장난질,NONE,현직 사람들은 정유사들이 장난질친다고 얘기가 이미 돌고있었음.
DM-002057,neither,3279,,,,NONE,실적 괜춘한거 아닝? 과연.. 나는 8월까진 홀딩
DM-004027,v2_only,80,,후회·손실고통,후회·손실고통:물려있,후회·손실고통,다 물려있는데 비중을 줄이라니요 ㅠㅠ 80% 반도체에 물려있네여
DM-001080,v1_only,400,불안·공포|후회·손실고통,,,NONE,이젠말도조심스럽 괜히 조아하고 부추기고 슬퍼하고 다헛짓
DM-003497,neither,3279,,,,NONE,누가봐도 정상이 보이는데 저기가 정상입니다 외치고 박수 받고 차트의 신 빙의 됨 물론 정상 전까지 올라 가면서 봉우리 보일 때 마다 저기가 정상이라고 함
DM-003059,v2_only,80,,분노·불신,분노·불신:새끼,분노·불신,밥먹으러왔는데 옆에 한남새끼 냄새 씹
DM-000145,v1_only,400,후회·손실고통,,,NONE,진짜 반토막수준 하락.미국 빅테크들 AI투자수익성최고인데
DM-000078,v1_only,400,불안·공포,,,NONE,근 한달내내 지수보다 더 떨어지는걸 다 알겠네..
DM-000768,both,180,충동·중독시그널,충동·중독시그널,충동·중독시그널:못참,충동·중독시그널,걍 다팔고 삼전에 물리자 영업이익300억은못참는다
DM-000976,v1_only,400,분노·불신,,,NONE,개미들 죽어 나갈때 잠시 숨고르기 하고 계속 하한 방향 이리고 그리 말해도
DM-001072,v1_only,400,FOMO·상대적박탈감|분노·불신,,,NONE,내일은  2만언 오를것 같은 느낌 적인 느낌이....개미만 사지마요 개미만 안 사면 ... ​ 될 듯... ​ 물 타지 말고.. 기다리세요.. ​ 외인... 기관이 싸우게 냅두고..
DM-000901,both,180,충동·중독시그널,충동·중독시그널,충동·중독시그널:지르고,분노·불신,옆집 짱꿰 이사왔는데 담배피고 밤늦게 까지 소리지르고 ㅈ겠음 ㅠㅠ
DM-001954,v2_only,80,,분노·불신,분노·불신:한심,분노·불신,사업한다는 놈들이 시장 탓을 하고 있는 게 정말 한심한 회사다. 시장 변화에 대한 대처도 할 줄 모르는 놈들이 1.2조 유증을 한다고? 유증 금액도 대충 때려 잡아 넣었겠지. 개 호로 새::  끼:: 들... 저런 것들이 코스닥 시총 상위 종목이니 코스닥이 대판 되지... 한심한 조성 주식 시장이다... 상폐되도 좋으니 이번 유증은 불발 되어야 한다.
DM-004758,both,180,분노·불신,분노·불신,분노·불신:사기,NONE,"더 빨리 했어야 한다!! 라고 말하기엔, 당장 1년 전만해도 반도체가 이렇게까지 클 줄도 몰랐고, 세수가 들어올 줄도 몰랐음. GDP도 낮아진다는 말만 있었지. 작년에 했으면 불가능, 거짓말, 사기라고 온통 도배 됐을 것 같음. 상황이 주어졌고, 빠르고 적절하게 판단했다고 생각함."
DM-004149,neither,3279,,,,NONE,요즘 코인이 더 무빙 없음 ㅋㅋㅋㅋ 비트 하루에 많아야 2~3%무빙
DM-003740,v2_only,80,,분노·불신,분노·불신:장난질,분노·불신,외국인 선물 현물 장난질 총알 대주는 국내 기관 - 금융투자 는 제발 좀 그만 해라  이름 공개 청원 해야하나 ㅠ
DM-001099,both,180,후회·손실고통|분노·불신,후회·손실고통,후회·손실고통:후회,NONE,반도체에 가스라이팅 당해서 끝까지 들고가면 후회합니다. 삼전닉스 혼자 20배 올랐는데 더갈거라 보이나요?? ​ 주식시장에는 키맞추기라는게 있습니다. ​ 안오른 종목이 오를때지 20배 오른종목이 더갈거라고 판단하면 큰오산 입니다. ​ 지금 판단 잘해야될 시기 입니다. ​ 개미 한명이라도 구제 하기 위해 글을 쓰는거 입니다. ​ 성투하세요.
DM-004163,v2_only,80,,충동·중독시그널,충동·중독시그널:전재산,NONE,진지하게 누가 총 겨누고 전재산 하닉 or 비트코인 사라하면 차라리 비트삼
DM-001721,v2_only,80,,후회·손실고통,후회·손실고통:물려있,NONE,아빠 아빠도 반도체 26년에 샀다하지 않았어요? 근데 우리는 왜 집 없어요? 친구 아빠들은 그때 수익내서 집샀다던데 아들아 아빠는 네이버에 쳐 물려있다가 반도체로 갈아탔는데 아직도 물려있단다 예잇~ 이놈아!!
DM-003542,v1_only,400,분노·불신,,,NONE,종가에 개미들 납치하고 밤에 미장에서 알제?
DM-003867,v2_only,80,,분노·불신,분노·불신:한심,분노·불신,정프로 핵심을 찌르는 질문이다 전문가들 나와서 매일 외인 외인 외인 지들도 모르면서 이럴거라면 국장은 하지말자  정부는 손놓거나 늦장대응 전문가들은 매일 국장임에도 외인만 외쳐 한심하고 취약한 시장에 지들 수수료 먹을라고 헛소리만 늘어놔 이게 맞아??
DM-004928,v2_only,80,,불안·공포,불안·공포:무서워,불안·공포,"7월 2일자 삼전 -7.6%, 하이닉스 -12.9%   슈카형.... 나 너무 무서워..."
DM-000398,v1_only,400,FOMO·상대적박탈감,,,NONE,반드시 수급은 실적우량 장기소외주로  들어온다
DM-002436,v1_only,400,후회·손실고통,,,분노·불신,"모간의 놀이개감으로 전락? 곽회장, 소각, 무증, 수주공시로 탈출 좀 하시죠~"
DM-004767,v1_only,400,불안·공포,,,NONE,@추블루스카이 위험해도 아무것도 안해도 어차피 말라죽으니 뭐라도 해야지
DM-003284,both,180,충동·중독시그널,충동·중독시그널,충동·중독시그널:풀매수,NONE,데이장 하한가 종목 와바밧 풀매수했다가 5시에 졸업하는 해붕이들 늘어난다. 한 패턴 나오면 그거랑 비슷한 패턴으로 털어먹는게 국룰이더라
DM-001022,v2_only,80,,불안·공포,불안·공포:두려,NONE,"창신메모리가 결국 HBM을 만들것이다 전닉마는 치킨게임과 매출절벽을 두려워하도록하여라 ​ 결국에 창신메모리가 HBM의 기술력을 추월하고, 수율도 올릴것이다 결국에는 HBM의 나아가서 메모리 전체 1등이  되고 말 것이다 ​ 이는 이미 정해진수순이기때문에 창신메모리 메모리 점유율 전체 1등을 가정하여 시총 선반영이 타당하다. ​ 그러니까 버리도 창신메모리가 per이 몇이든 절대로 숏을 치지 않는다. 이것이야말로 일반인은 감히 따라할수 없는 사고를 가진 진정한 주식의 신 버리의 사고방식이다 ​ 잘들보고 배우도록하여라"
DM-004687,both,180,불안·공포|충동·중독시그널,충동·중독시그널,충동·중독시그널:몰빵,NONE,"몰빵은 아니죠...자동차, 철강, 건설, 문화 컨텐츠..... 몰빵한 적 없어요. 몰빵은 항상 위험합니다"
DM-003702,v1_only,400,불안·공포,,,NONE,최병욱 전도사님 요즘 너무 바빠요.건강조심하세요
DM-002383,v1_only,400,FOMO·상대적박탈감|후회·손실고통|분노·불신,,,분노·불신,주식쟁이들 원투데이냐? 9천피갈동안 한미 고점36만원찍을땐 시장이 불장이여서 멍멍이도 돈벌던시절인데 지가잘난줄알았지 그리고 조정받으니 나라탓 정부탓 대통령탓 ㅋㅋ 물론 레버리지는 만프로 잘못맞음 그로인해 피해입은것도맞고 근데 레버리지하나때문에 이렇게 흐르는건 말이안되지 기관 외인들은 이익실현한거고 수급이 안되는거고 개미들만 죽자사자 사팔사팔하니 가격이오르니? ​
DM-000094,both,180,후회·손실고통,후회·손실고통,후회·손실고통:물렸,NONE,26만원위에서 물렸으면 최소 6개월~1년고생하겠네..
DM-002028,v1_only,400,불안·공포,,,NONE,아니 에코 2분기 실적 그닥인거 이미 다 알고 에코 매수한 거 아니었나? ​ 가장 많이 폭락한 게 가장 큰 빅호재다
DM-000643,neither,3279,,,,NONE,유럽 생산하면 뭐하나? 수주를 못하는데
DM-004902,v1_only,400,불안·공포,,,NONE,투자 하느라 돈 아낀다 하니까 드는 생각인데 소비지수 떨어지는거 아님?
DM-001235,v1_only,400,불안·공포,,,NONE,못먹더라도 절대 매수는 조심 특히 전자 닉스는 정말 조심 해야 외국인 누적 매도는 늘리고 매수 안함 가찌 반등 슬쩍씩 주며 보유주 털고 있음 전자도 47정도  까지 줄었다는 볼륨버그 에서 매일 경고하고 있는건 외국인 매도 이유도 되고 숏친거 환매수 안하고 롤 오버 한다면 절대 못 올라감 안전하게 5일선 돌리면 사도 늦지않음 꼭 올릴넘들이라면. 믿거나 말거나 지만 조심이 났지 않을까 ​
DM-001889,both,180,후회·손실고통,후회·손실고통,후회·손실고통:존버,NONE,존버는 승리합니다 단  현금 매수자만해당
DM-000511,neither,3279,,,,NONE,주포 형님 감사합니다. 민수야~~~
DM-002366,neither,3279,,,,NONE,왠지 넥장은 올릴것 같은 느낌아닌 느낌이 드네
DM-001743,both,180,불안·공포|후회·손실고통,불안·공포|후회·손실고통,불안·공포:불안|후회·손실고통:팔았어야,불안·공포|후회·손실고통,오늘 장초반에 팔았어야 됏나? ​ .. . . .. . . . . . 이슈는 많아서 갈거 같기는한데  그동안 뒤통수 맞은게 많아서 ​ 너무 불안하네요 ​ 그냥 오전장 초반에 먹고 나왔으면 어땠을까 하네요 ​ 다시 눌림오면 그때 진입하면 될거 같은데  이거뭐 알수가 없으니 ​ 그냥 참고 가볼랍니다. ​ 모두 성투하세요~! ​ ​
DM-002356,v2_only,80,,분노·불신,분노·불신:놈들,NONE,나닥 선물 살아나는데  외놈들 숏포지션에 국장 전체가 하방이네
DM-002102,both,180,충동·중독시그널,충동·중독시그널,충동·중독시그널:못참,충동·중독시그널,걍 다팔고 삼전에 물리자 영업이익300억은못참는다 난간당ㅇㅇㅇ
DM-003804,both,180,불안·공포|충동·중독시그널,충동·중독시그널,충동·중독시그널:빚투,NONE,버블 삼전닉스 제자리 찾아가는 중..아직 바닥아니니 빚투는 조심하세요
DM-001619,neither,3279,,,,NONE,"카카오의 가장 큰 문제점 찾아보니 공대 출신이 없음 문과 출신이 AI 전체를 직접 총괄한다 ㅋ 안 웃김? 네이버는 25년 이해진이 돌아와서 AI 총괄하는 중 ​ CEO : 불어불문학 부사장 : 행정학 CTO : 국어국문학 CPO : 카톡 날려먹고 퇴사 AI 총괄 : 퇴사 AI Q&S 리더 : 퇴사 ​ 특히 카카오는 이달부터 카나나 조직을 ‘AI 스튜디오’ 체제로 전환했습니다. AI 스튜디오는 정신아 대표가 직접 총괄하며, 여러 개의 태스크포스(TF)를 두는 방식으로 운영합니다. ​"
DM-001973,both,180,분노·불신,분노·불신,분노·불신:짜고치,분노·불신,여기ceo공매도짜고치는거 냄새개남 유증도 본인지분까지유증하려했던적이있음 ㅋㅋㅋ
DM-001439,neither,3279,,,,NONE,대차상환도 1위; 자동차 판매도 역대 1위 주가 바닥 1위  볼부도 이겼구마~~ 유럽 인도 미국 7월도 역대 판매 1위 ​ ​
DM-004138,neither,3279,,,,NONE,지금 모자가 중요해?
DM-002093,neither,3279,,,,NONE,일 적게 하고 돈은 벌음 상승 해야지?ㅋㅋㅋ
DM-001960,both,180,분노·불신,분노·불신,분노·불신:쓰레기,분노·불신,그러니 게코가 주주들을 닭대가리로 보고 말도 안되는 유증을 한다고 설레발 떨지. 이번 유증은 절대로 불발돼야 한다. 그래야 게코 쓰레기들한테 더 당하는 닭대가리들이 없어진다.
DM-003528,v1_only,400,분노·불신,,,NONE,"현재 기준 = 외인 , 기관 , 개미 매수동향"
DM-000193,both,180,분노·불신,분노·불신,분노·불신:조작,분노·불신,Adr로 시세 조작 패악질 그만해야 되는거 아닌가?
DM-004313,neither,3279,,,,분노·불신,3배를 하는 미국에서도 단합하는데. 증거없다고 넘어가는 꼬라지 봐라 ㅋㅋ. 애국보수 트럼프 답게 친기업 정책으로 불법행위 눈감아주네
DM-001898,both,180,후회·손실고통,후회·손실고통|분노·불신,후회·손실고통:반토막 겪|분노·불신:호구다,후회·손실고통,"나이40 다시 재취업한다. 3년전 에코에 7억 부어놓고 반토막 겪고있는 호구다. 배터리 아저씨 덕분에 좋은 기업알게되서 좋았지만, 업황이 나락가버리고 빠재도 정치병 + 반도체 열폭질에...대머리 손절하고 요즘은 그냥 혼자 정보찾아보며 묵묵히 들고가고있다. 원금 7억에서 12억 찍힐때까진 좋았는데...주식은 참 어려운것 같다ㅋ 그나마 여윳돈이니 망정이지... ​ 파이어족할려고 했다가 2차전지 꼬라지보니 몇년은 더 걸릴것 같아서...50살까지는 다시 일해야할것 같다. ​ 다행히 타이밍 맞춰 좋은자리가 하나 생기더라 경력감안해서 연봉 6천중반까지 맞춰준다는데, 돈준만큼 얼마나 굴려먹을지 심란해서 잠도 안온다... ​ 그래 내 팔자에 뭔 리치피플이냐... 일이나 할란다."
DM-004720,both,180,충동·중독시그널,충동·중독시그널,충동·중독시그널:몰빵,NONE,​ @maximus_decimus-q8f  ㅇㅇ 호남이 영남에 비해 줫나 뒤쳐졌지 그동안 영남 몰빵했으니ㅇㅇ 그래서 반도체로 호남 지역균형 이루려는데 불만?ㅋ
DM-003655,v1_only,400,후회·손실고통,,,NONE,기관이랑 외국인 팔때 보면 다 -일때 팔던데 왜 기관 외국인보고 잘한다는거? 손실보고 던지는거 아님? 숏을 쳐서 잘한다는거?
DM-003468,v2_only,80,,분노·불신,분노·불신:장난치,분노·불신,이제 한달내내 장난치다 쳐내리겠군
DM-004207,both,180,충동·중독시그널,충동·중독시그널,충동·중독시그널:못참,충동·중독시그널,근데 밑꼬리 달리면 못참긴해 ㅋㅋㅋ
DM-001649,v1_only,400,분노·불신,,,NONE,장대양봉ㅅㅅㅅㅅ나로호 발사 직전 개미들아 빨리 팔고 나가라 혼자있고 싶다
DM-003498,v1_only,400,후회·손실고통,,,분노·불신,저새끼들도 이미 좆같이 암울한 상황이란거는 알듯 근데 계속 미주갤에서 삼하로 바람잡는 이유가 그렇게 선동해서 광기로 단기고점이라도 찍어보려고 이미 기름 없는 라이터 불붙이려고 눈물 질질짜면서 끝도 없이 시도하는 개만도 못한 버러지 새끼들을 보는느낌임 - dc official App
DM-004226,both,180,분노·불신,분노·불신,분노·불신:조작,분노·불신,국장 주가 조작해도 그들은 별 타격 없는 개잡주 모음
DM-001546,v1_only,400,불안·공포,,,NONE,코스피 지수 떨어지길래 혹시나 했는데..버텨줘서 고맙군 캬캬
DM-000196,v1_only,400,분노·불신,,,NONE,지금 공매도 작업중 시원하게 보내주이소
DM-003846,v1_only,400,후회·손실고통|분노·불신,,,NONE,웃긴게 미장 가자한 초보개미들 미장가서도 투자한다는게 마이크론 샌디스크 속슬임 ㅋㅋㅋ 미장간 서학개미들도 손실율 크다는데 ㅋㅋ 미장도 공부하고 종목 잘골라야 수익보지 어중간하면 미장도 세금은 세금대로 뜯기고 손실큼
DM-001849,both,180,후회·손실고통,후회·손실고통,후회·손실고통:물타기,NONE,물타기 질문 ???(추매) 전문가님들!!! 질문 있습니다. 오늘 더 오를까요?? 종가에 빠질까요??
DM-003118,neither,3279,,,,NONE,어제 15층에 오늘 12층이니 곧이긴 할거 같은데 6~7층때는 들어갈만 할까요 ?
DM-001932,v1_only,400,분노·불신,,,NONE,매출 실적도 없는 거품 적정가 육만원 ~~
DM-003480,both,180,불안·공포,불안·공포,불안·공포:공포에,NONE,"1. 현재 수치 • 현재 항복 지수 수치 -2.53 기록 • 기술적 구간: 표준편차 하단선(-1SD)을 크게 하회하는 극단적 과매도 영역 진입 2. 수급 및 심리 측면의 시사점 • 레버리지 청산 완료: 단일종목 레버리지 ETF 및 신용융자 잔고의 반대매매 및 강제 청산이 막바지에 다다름 • 투매 심리 극대화: 시장 참여자들의 공포에 의한 무차별 매도세가 최상단에 도달 • 매도 압력 완화: 시장 내 수급 악재 및 수급 불균형이 상당 부분 해소 3. 역사적 비교 및 바닥 신호 • 과거 위기 수준 근접: 2008년 글로벌 금융위기, 2011년 유럽 신용위기, 2018년 미·중 무역분쟁, 2020년 코로나19 팬데믹 당시 저점에 근접 • 비위기 상황에서 저점 달성: 실물 경기 위기가 아닌 상황에서 형성될 수 있는 "
DM-002979,v2_only,80,,분노·불신,분노·불신:새끼,NONE,지금사야지 병신새끼들아
